Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3qonjOrhFCfTnaaMruHzxW,6VuMaDnrHyPL1p4EHjYLi7,Dangerously,Nine Track Mind,Charlie Puth,1/29/2016,199133,78,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-07-31T04:32:51Z,"pop,viral pop",0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,3
2ogKhhoMClkFXek7ZgxAhN,4nDoRrQiYLoBzwC5BhVJzF,Shameless,Romance,Camila Cabello,12/6/2019,219742,85,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-07-31T04:32:58Z,"dance pop,pop",0.377,0.651,4,-5.437,0,0.0589,0.0197,0.0000531,0.174,0.0851,129.607,4
73RbfOTJIjHzi2pcVHjeHM,4E2rKHVDssGJm2SCDOMMJB,What It Is (Solo Version),What It Is (Versions),Doechii,3/17/2023,189824,89,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-07-31T04:33:30Z,alternative r&b,0.74,0.758,1,-5.851,0,0.0921,0.061,0.00000144,0.0967,0.757,171.925,4
22bPsP2jCgbLUvh82U0Z3M,06HL4z0CvFAxyc27GXpf02,The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,4/9/2021,243136,84,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-07-31T04:33:46Z,pop,0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,4
3hUxzQpSfdDqwM3ZTFQY0K,06HL4z0CvFAxyc27GXpf02,august,folklore,Taylor Swift,7/24/2020,261922,92,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-07-31T04:34:04Z,pop,0.532,0.623,5,-9.208,1,0.0331,0.538,0.0000728,0.0925,0.403,89.937,4
1dQQ2QlnvXUehsRUrukKmf,4AK6F7OLvEQ5QYCBNiQWHq,Right Now,Midnight Memories (Deluxe),One Direction,11/25/2013,200400,82,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-07-31T04:34:11Z,"boy band,pop,post-teen pop,talent show",0.645,0.78,8,-5.165,1,0.0319,0.218,0,0.0919,0.372,120.008,4
5LrN7yUQAzvthd4QujgPFr,5y8tKLUfMvliMe8IKamR32,Here With Me,Petals to Thorns,d4vd,5/26/2023,242484,90,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-07-31T04:34:37Z,"bedroom pop,bedroom r&b",0.571,0.458,4,-9.283,1,0.0258,0.544,0.0000927,0.123,0.299,132.025,4
3ayMReTwLoo6jAg7adDqyz,"4f7KfxeHq9BiylGmyXepGt,6CXEwIaXYfVJ84biCxqc9k,7C5xVXoqim1TICnCMZ9A6P",Har Funn Maula (From Koi Jaane Na),Har Funn Maula (From Koi Jaane Na),"Tanishk Bagchi,Vishal Dadlani,Zahrah S Khan",3/10/2021,247125,61,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-08-18T02:30:04Z,"filmi,modern bollywood,desi pop",0.828,0.79,10,-3.021,0,0.0719,0.167,0.00001,0.353,0.379,104.016,4
5V2zkdP7nOmnSOhTD7TXy8,70KUgvg6pPsXmcSbL4qlmp,Depressed,Depressed,Leanboys,12/13/2017,106042,61,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-08-19T16:03:44Z,"lo-fi chill,sad lo-fi",0.892,0.24,7,-14.154,1,0.14,0.854,0.000137,0.0902,0.42,109.973,4
5WtfUKzXircvW8l5aaVZWT,"0ZED1XzwlLHW4ZaG4lOT6m,1Hsdzj7Dlq2I7tHP7501T4",What A Time (feat. Niall Horan),Inner Monologue Part 1,"Julia Michaels,Niall Horan",1/24/2019,173306,79,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-09-17T05:07:31Z,pop,0.516,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.861,4
4x5YzxjrF9wvIIXJV7TveC,"6P5NO5hzJbuOqSdyPB7SJM,37M5pPGs6V1fchFJSgCguX",Till Forever Falls Apart,Ashlyn,"Ashe,FINNEAS",5/7/2021,222926,77,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-09-17T05:07:38Z,"alt z,la indie,pop,pov: indie",0.346,0.501,2,-6.939,1,0.0364,0.421,0,0.0657,0.299,99.855,4
50x1Ic8CaXkYNvjmxe3WXy,69bG9tC62d8oTFC9aTTosn,Those Eyes,Those Eyes,New West,5/10/2019,220750,89,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-09-17T05:07:46Z,toronto indie,0.593,0.352,4,-8.296,1,0.0284,0.695,0.0000222,0.3,0.226,119.988,3
1SKPmfSYaPsETbRHaiA18G,53A0W3U0s8diEn9RhXQhVz,Somewhere Only We Know,Hopes And Fears,Keane,5/10/2004,237146,87,spotify:user:i5xmc431rymuesehhxjn3u4tx,2023-09-17T05:07:56Z,"neo mellow,piano rock,pop rock",0.448,0.665,9,-4.203,1,0.026,0.06,0.0000255,0.0828,0.304,172.004,4
